pid,measure,feature,suggestion,observation
46.0,6,15,-0.6666666666666666,0.3333333333333333
46.0,6,16,0.6666666666666666,1.0
46.0,6,17,0.6666666666666666,1.0
46.0,6,18,0.6666666666666666,-0.6666666666666666
46.0,6,10,0.3333333333333333,1.0
46.0,6,12,0.6666666666666666,-0.6666666666666666
46.0,6,13,0.6666666666666666,-0.6666666666666666
46.0,6,15,-0.6666666666666666,0.3333333333333333
46.0,6,16,0.6666666666666666,1.0
46.0,6,17,0.6666666666666666,1.0
46.0,6,18,0.6666666666666666,-0.6666666666666666
46.0,6,1,0.6666666666666666,1.0
46.0,6,9,0.3333333333333333,1.0
46.0,6,11,0.6666666666666666,-1.0
46.0,6,13,1.0,-1.0
46.0,6,15,1.0,-0.6666666666666666
46.0,6,18,1.0,-1.0
46.0,7,1,0.6666666666666666,1.0
46.0,7,9,0.3333333333333333,1.0
46.0,7,11,0.6666666666666666,-1.0
46.0,7,13,1.0,-1.0
46.0,7,15,1.0,-0.6666666666666666
46.0,7,18,1.0,-1.0
50.0,7,4,0.6666666666666666,-0.6666666666666666
51.0,7,1,0.6666666666666666,-0.6666666666666666
51.0,7,15,1.0,-0.6666666666666666
58.0,7,4,0.0,-1.0
46.0,8,1,0.6666666666666666,1.0
46.0,8,9,0.3333333333333333,1.0
46.0,8,11,0.6666666666666666,-1.0
46.0,8,13,1.0,-1.0
46.0,8,15,1.0,-0.6666666666666666
46.0,8,18,1.0,-1.0
51.0,8,1,0.6666666666666666,-0.6666666666666666
51.0,8,15,1.0,-0.6666666666666666
46.0,9,1,0.6666666666666666,1.0
46.0,9,9,0.3333333333333333,1.0
46.0,9,11,0.6666666666666666,-1.0
46.0,9,13,1.0,-1.0
46.0,9,15,1.0,-0.6666666666666666
46.0,9,18,1.0,-1.0
52.0,9,10,,1.0
46.0,10,1,0.6666666666666666,1.0
46.0,10,9,0.3333333333333333,1.0
46.0,10,11,0.6666666666666666,-1.0
46.0,10,13,1.0,-1.0
46.0,10,15,1.0,-0.6666666666666666
46.0,10,18,1.0,-1.0
46.0,11,1,0.6666666666666666,1.0
46.0,11,9,0.3333333333333333,1.0
46.0,11,11,0.6666666666666666,-1.0
46.0,11,13,1.0,-1.0
46.0,11,15,1.0,-0.6666666666666666
46.0,11,18,1.0,-1.0
46.0,12,1,0.6666666666666666,1.0
46.0,12,9,0.3333333333333333,1.0
46.0,12,11,0.6666666666666666,-1.0
46.0,12,13,1.0,-1.0
46.0,12,15,1.0,-0.6666666666666666
46.0,12,18,1.0,-1.0
46.0,13,1,0.6666666666666666,1.0
46.0,13,9,0.3333333333333333,1.0
46.0,13,11,0.6666666666666666,-1.0
46.0,13,13,1.0,-1.0
46.0,13,15,1.0,-0.6666666666666666
46.0,13,18,1.0,-1.0
51.0,13,13,1.0,-0.6666666666666666
51.0,13,15,1.0,-0.6666666666666666
46.0,14,1,0.6666666666666666,1.0
46.0,14,9,0.3333333333333333,1.0
46.0,14,11,0.6666666666666666,-1.0
46.0,14,13,1.0,-1.0
46.0,14,15,1.0,-0.6666666666666666
46.0,14,18,1.0,-1.0
51.0,14,13,1.0,-0.6666666666666666
51.0,14,15,1.0,-0.6666666666666666
46.0,15,1,0.6666666666666666,1.0
46.0,15,9,0.3333333333333333,1.0
46.0,15,11,0.6666666666666666,-1.0
46.0,15,13,1.0,-1.0
46.0,15,15,1.0,-0.6666666666666666
46.0,15,18,1.0,-1.0
51.0,15,13,1.0,-0.6666666666666666
51.0,15,15,1.0,-0.6666666666666666
46.0,16,1,0.6666666666666666,1.0
46.0,16,9,0.3333333333333333,1.0
46.0,16,11,0.6666666666666666,-1.0
46.0,16,13,1.0,-1.0
46.0,16,15,1.0,-0.6666666666666666
46.0,16,18,1.0,-1.0
51.0,16,13,1.0,-0.6666666666666666
51.0,16,15,1.0,-0.6666666666666666
46.0,17,1,0.6666666666666666,1.0
46.0,17,9,0.3333333333333333,1.0
46.0,17,11,0.6666666666666666,-1.0
46.0,17,13,1.0,-1.0
46.0,17,15,1.0,-0.6666666666666666
46.0,17,18,1.0,-1.0
48.0,17,11,,1.0
48.0,17,15,,1.0
54.0,17,12,-0.3333333333333333,-1.0
46.0,18,1,0.6666666666666666,1.0
46.0,18,9,0.3333333333333333,1.0
46.0,18,11,0.6666666666666666,-1.0
46.0,18,13,1.0,-1.0
46.0,18,15,1.0,-0.6666666666666666
46.0,18,18,1.0,-1.0
48.0,18,11,,1.0
48.0,18,15,,1.0
46.0,19,1,0.6666666666666666,1.0
46.0,19,9,0.3333333333333333,1.0
46.0,19,11,0.6666666666666666,-1.0
46.0,19,13,1.0,-1.0
46.0,19,15,1.0,-0.6666666666666666
46.0,19,18,1.0,-1.0
48.0,19,11,,1.0
48.0,19,15,,1.0
58.0,19,7,0.3333333333333333,-0.6666666666666666
58.0,19,4,0.0,-0.6666666666666666
46.0,20,1,0.6666666666666666,1.0
46.0,20,9,0.3333333333333333,1.0
46.0,20,11,0.6666666666666666,-1.0
46.0,20,13,1.0,-1.0
46.0,20,15,1.0,-0.6666666666666666
46.0,20,18,1.0,-1.0
48.0,20,11,,1.0
48.0,20,15,,1.0
58.0,20,7,0.3333333333333333,-0.6666666666666666
58.0,20,4,0.0,-0.6666666666666666
46.0,21,1,0.6666666666666666,1.0
46.0,21,9,0.3333333333333333,1.0
46.0,21,11,0.6666666666666666,-1.0
46.0,21,13,1.0,-1.0
46.0,21,15,1.0,-0.6666666666666666
46.0,21,18,1.0,-1.0
48.0,21,11,,1.0
48.0,21,15,,1.0
46.0,22,1,0.6666666666666666,1.0
46.0,22,9,0.3333333333333333,1.0
46.0,22,11,0.6666666666666666,-1.0
46.0,22,13,1.0,-1.0
46.0,22,15,1.0,-0.6666666666666666
46.0,22,18,1.0,-1.0
48.0,22,11,,1.0
48.0,22,15,,1.0
46.0,23,1,0.6666666666666666,1.0
46.0,23,9,0.3333333333333333,1.0
46.0,23,11,0.6666666666666666,-1.0
46.0,23,13,1.0,-1.0
46.0,23,15,1.0,-0.6666666666666666
46.0,23,18,1.0,-1.0
48.0,23,11,,1.0
48.0,23,15,,1.0
46.0,24,1,0.6666666666666666,1.0
46.0,24,9,0.3333333333333333,1.0
46.0,24,11,0.6666666666666666,-1.0
46.0,24,13,1.0,-1.0
46.0,24,15,1.0,-0.6666666666666666
46.0,24,18,1.0,-1.0
48.0,24,11,,1.0
48.0,24,15,,1.0
45.0,25,1,-0.6666666666666666,1.0
46.0,25,1,-1.0,0.6666666666666666
46.0,25,1,0.6666666666666666,1.0
46.0,25,9,0.3333333333333333,1.0
46.0,25,11,0.6666666666666666,-1.0
46.0,25,13,1.0,-1.0
46.0,25,15,1.0,-0.6666666666666666
46.0,25,18,1.0,-1.0
48.0,25,6,,1.0
45.0,26,1,-0.6666666666666666,1.0
46.0,26,1,-1.0,0.6666666666666666
46.0,26,1,0.6666666666666666,1.0
46.0,26,9,0.3333333333333333,1.0
46.0,26,11,0.6666666666666666,-1.0
46.0,26,13,1.0,-1.0
46.0,26,15,1.0,-0.6666666666666666
46.0,26,18,1.0,-1.0
48.0,26,6,,1.0
53.0,26,1,0.3333333333333333,1.0
46.0,27,1,0.6666666666666666,1.0
46.0,27,9,0.3333333333333333,1.0
46.0,27,11,0.6666666666666666,-1.0
46.0,27,13,1.0,-1.0
46.0,27,15,1.0,-0.6666666666666666
46.0,27,18,1.0,-1.0
48.0,27,6,,1.0
46.0,28,1,0.6666666666666666,1.0
46.0,28,9,0.3333333333333333,1.0
46.0,28,11,0.6666666666666666,-1.0
46.0,28,13,1.0,-1.0
46.0,28,15,1.0,-0.6666666666666666
46.0,28,18,1.0,-1.0
48.0,28,6,,1.0
46.0,29,1,0.6666666666666666,1.0
46.0,29,9,0.3333333333333333,1.0
46.0,29,11,0.6666666666666666,-1.0
46.0,29,13,1.0,-1.0
46.0,29,15,1.0,-0.6666666666666666
46.0,29,18,1.0,-1.0
48.0,29,6,,1.0
46.0,30,1,0.6666666666666666,1.0
46.0,30,9,0.3333333333333333,1.0
46.0,30,11,0.6666666666666666,-1.0
46.0,30,13,1.0,-1.0
46.0,30,15,1.0,-0.6666666666666666
46.0,30,18,1.0,-1.0
48.0,30,6,,1.0
46.0,31,1,0.6666666666666666,1.0
46.0,31,9,0.3333333333333333,1.0
46.0,31,11,0.6666666666666666,-1.0
46.0,31,13,1.0,-1.0
46.0,31,15,1.0,-0.6666666666666666
46.0,31,18,1.0,-1.0
48.0,31,6,,1.0
46.0,32,1,0.6666666666666666,1.0
46.0,32,9,0.3333333333333333,1.0
46.0,32,11,0.6666666666666666,-1.0
46.0,32,13,1.0,-1.0
46.0,32,15,1.0,-0.6666666666666666
46.0,32,18,1.0,-1.0
48.0,32,6,,1.0
46.0,33,1,0.6666666666666666,1.0
46.0,33,9,0.3333333333333333,1.0
46.0,33,11,0.6666666666666666,-1.0
46.0,33,13,1.0,-1.0
46.0,33,15,1.0,-0.6666666666666666
46.0,33,18,1.0,-1.0
47.0,33,15,0.6666666666666666,-0.6666666666666666
48.0,33,6,,1.0
46.0,34,1,0.6666666666666666,1.0
46.0,34,9,0.3333333333333333,1.0
46.0,34,11,0.6666666666666666,-1.0
46.0,34,13,1.0,-1.0
46.0,34,15,1.0,-0.6666666666666666
46.0,34,18,1.0,-1.0
47.0,34,15,0.6666666666666666,-0.6666666666666666
48.0,34,6,,1.0
46.0,35,1,0.6666666666666666,1.0
46.0,35,9,0.3333333333333333,1.0
46.0,35,11,0.6666666666666666,-1.0
46.0,35,13,1.0,-1.0
46.0,35,15,1.0,-0.6666666666666666
46.0,35,18,1.0,-1.0
47.0,35,15,0.6666666666666666,-0.6666666666666666
48.0,35,6,,1.0
50.0,35,11,0.6666666666666666,-0.6666666666666666
50.0,35,6,1.0,-0.6666666666666666
46.0,36,1,0.6666666666666666,1.0
46.0,36,9,0.3333333333333333,1.0
46.0,36,11,0.6666666666666666,-1.0
46.0,36,13,1.0,-1.0
46.0,36,15,1.0,-0.6666666666666666
46.0,36,18,1.0,-1.0
47.0,36,15,0.6666666666666666,-0.6666666666666666
48.0,36,6,,1.0
50.0,36,11,0.6666666666666666,-0.6666666666666666
50.0,36,6,1.0,-0.6666666666666666
46.0,37,4,0.3333333333333333,-1.0
46.0,37,5,0.3333333333333333,-1.0
46.0,37,1,0.6666666666666666,1.0
46.0,37,9,0.3333333333333333,1.0
46.0,37,11,0.6666666666666666,-1.0
46.0,37,13,1.0,-1.0
46.0,37,15,1.0,-0.6666666666666666
46.0,37,18,1.0,-1.0
50.0,37,11,0.6666666666666666,-0.6666666666666666
50.0,37,6,1.0,-0.6666666666666666
54.0,37,7,0.0,-1.0
54.0,37,4,0.0,-1.0
60.0,37,7,0.0,-0.6666666666666666
60.0,37,4,-0.3333333333333333,-1.0
46.0,38,4,0.3333333333333333,-1.0
46.0,38,5,0.3333333333333333,-1.0
46.0,38,1,0.6666666666666666,1.0
46.0,38,9,0.3333333333333333,1.0
46.0,38,11,0.6666666666666666,-1.0
46.0,38,13,1.0,-1.0
46.0,38,15,1.0,-0.6666666666666666
46.0,38,18,1.0,-1.0
50.0,38,11,0.6666666666666666,-0.6666666666666666
50.0,38,6,1.0,-0.6666666666666666
54.0,38,7,0.0,-1.0
54.0,38,4,0.0,-1.0
60.0,38,7,0.0,-0.6666666666666666
60.0,38,4,-0.3333333333333333,-1.0
46.0,39,4,0.3333333333333333,-1.0
46.0,39,5,0.3333333333333333,-1.0
46.0,39,1,0.6666666666666666,1.0
46.0,39,9,0.3333333333333333,1.0
46.0,39,11,0.6666666666666666,-1.0
46.0,39,13,1.0,-1.0
46.0,39,15,1.0,-0.6666666666666666
46.0,39,18,1.0,-1.0
50.0,39,11,0.6666666666666666,-0.6666666666666666
50.0,39,6,1.0,-0.6666666666666666
54.0,39,7,0.0,-1.0
54.0,39,4,0.0,-1.0
60.0,39,7,0.0,-0.6666666666666666
60.0,39,4,-0.3333333333333333,-1.0
46.0,40,4,0.3333333333333333,-1.0
46.0,40,5,0.3333333333333333,-1.0
46.0,40,1,0.6666666666666666,1.0
46.0,40,9,0.3333333333333333,1.0
46.0,40,11,0.6666666666666666,-1.0
46.0,40,13,1.0,-1.0
46.0,40,15,1.0,-0.6666666666666666
46.0,40,18,1.0,-1.0
50.0,40,11,0.6666666666666666,-0.6666666666666666
50.0,40,6,1.0,-0.6666666666666666
54.0,40,7,0.0,-1.0
54.0,40,4,0.0,-1.0
60.0,40,7,0.0,-0.6666666666666666
60.0,40,4,-0.3333333333333333,-1.0
46.0,41,4,0.3333333333333333,-1.0
46.0,41,5,0.3333333333333333,-1.0
46.0,41,1,0.6666666666666666,1.0
46.0,41,9,0.3333333333333333,1.0
46.0,41,11,0.6666666666666666,-1.0
46.0,41,13,1.0,-1.0
46.0,41,15,1.0,-0.6666666666666666
46.0,41,18,1.0,-1.0
50.0,41,11,0.6666666666666666,-0.6666666666666666
50.0,41,6,1.0,-0.6666666666666666
54.0,41,7,0.0,-1.0
54.0,41,4,0.0,-1.0
60.0,41,7,0.0,-0.6666666666666666
60.0,41,4,-0.3333333333333333,-1.0
46.0,42,1,0.6666666666666666,1.0
46.0,42,9,0.3333333333333333,1.0
46.0,42,11,0.6666666666666666,-1.0
46.0,42,13,1.0,-1.0
46.0,42,15,1.0,-0.6666666666666666
46.0,42,18,1.0,-1.0
58.0,42,12,-0.3333333333333333,-1.0
58.0,42,15,0.6666666666666666,1.0
46.0,43,1,0.6666666666666666,1.0
46.0,43,9,0.3333333333333333,1.0
46.0,43,11,0.6666666666666666,-1.0
46.0,43,13,1.0,-1.0
46.0,43,15,1.0,-0.6666666666666666
46.0,43,18,1.0,-1.0
58.0,43,12,-0.3333333333333333,-1.0
58.0,43,15,0.6666666666666666,1.0
46.0,44,1,0.6666666666666666,1.0
46.0,44,9,0.3333333333333333,1.0
46.0,44,11,0.6666666666666666,-1.0
46.0,44,13,1.0,-1.0
46.0,44,15,1.0,-0.6666666666666666
46.0,44,18,1.0,-1.0
58.0,44,12,-0.3333333333333333,-1.0
58.0,44,15,0.6666666666666666,1.0
46.0,45,1,0.6666666666666666,1.0
46.0,45,9,0.3333333333333333,1.0
46.0,45,11,0.6666666666666666,-1.0
46.0,45,13,1.0,-1.0
46.0,45,15,1.0,-0.6666666666666666
46.0,45,18,1.0,-1.0
58.0,45,12,-0.3333333333333333,-1.0
58.0,45,15,0.6666666666666666,1.0
46.0,46,1,0.6666666666666666,1.0
46.0,46,9,0.3333333333333333,1.0
46.0,46,11,0.6666666666666666,-1.0
46.0,46,13,1.0,-1.0
46.0,46,15,1.0,-0.6666666666666666
46.0,46,18,1.0,-1.0
58.0,46,12,-0.3333333333333333,-1.0
58.0,46,15,0.6666666666666666,1.0
46.0,47,1,0.6666666666666666,1.0
46.0,47,9,0.3333333333333333,1.0
46.0,47,11,0.6666666666666666,-1.0
46.0,47,13,1.0,-1.0
46.0,47,15,1.0,-0.6666666666666666
46.0,47,18,1.0,-1.0
50.0,47,10,,1.0
52.0,47,10,,1.0
58.0,47,12,-0.3333333333333333,-1.0
58.0,47,15,0.6666666666666666,1.0
46.0,48,1,0.6666666666666666,1.0
46.0,48,9,0.3333333333333333,1.0
46.0,48,11,0.6666666666666666,-1.0
46.0,48,13,1.0,-1.0
46.0,48,15,1.0,-0.6666666666666666
46.0,48,18,1.0,-1.0
50.0,48,10,,1.0
58.0,48,12,-0.3333333333333333,-1.0
58.0,48,15,0.6666666666666666,1.0
59.0,48,15,1.0,0.3333333333333333
46.0,49,1,0.6666666666666666,1.0
46.0,49,9,0.3333333333333333,1.0
46.0,49,11,0.6666666666666666,-1.0
46.0,49,13,1.0,-1.0
46.0,49,15,1.0,-0.6666666666666666
46.0,49,18,1.0,-1.0
46.0,50,1,0.6666666666666666,1.0
46.0,50,9,0.3333333333333333,1.0
46.0,50,11,0.6666666666666666,-1.0
46.0,50,13,1.0,-1.0
46.0,50,15,1.0,-0.6666666666666666
46.0,50,18,1.0,-1.0
46.0,51,1,0.6666666666666666,1.0
46.0,51,9,0.3333333333333333,1.0
46.0,51,11,0.6666666666666666,-1.0
46.0,51,13,1.0,-1.0
46.0,51,15,1.0,-0.6666666666666666
46.0,51,18,1.0,-1.0
46.0,52,1,0.6666666666666666,1.0
46.0,52,9,0.3333333333333333,1.0
46.0,52,11,0.6666666666666666,-1.0
46.0,52,13,1.0,-1.0
46.0,52,15,1.0,-0.6666666666666666
46.0,52,18,1.0,-1.0
45.0,53,4,-0.6666666666666666,0.6666666666666666
45.0,53,5,-0.6666666666666666,0.6666666666666666
46.0,53,1,0.6666666666666666,1.0
46.0,53,9,0.3333333333333333,1.0
46.0,53,11,0.6666666666666666,-1.0
46.0,53,13,1.0,-1.0
46.0,53,15,1.0,-0.6666666666666666
46.0,53,18,1.0,-1.0
45.0,54,4,-0.6666666666666666,0.6666666666666666
45.0,54,5,-0.6666666666666666,0.6666666666666666
46.0,54,1,0.6666666666666666,1.0
46.0,54,9,0.3333333333333333,1.0
46.0,54,11,0.6666666666666666,-1.0
46.0,54,13,1.0,-1.0
46.0,54,15,1.0,-0.6666666666666666
46.0,54,18,1.0,-1.0
46.0,55,1,0.6666666666666666,1.0
46.0,55,9,0.3333333333333333,1.0
46.0,55,11,0.6666666666666666,-1.0
46.0,55,13,1.0,-1.0
46.0,55,15,1.0,-0.6666666666666666
46.0,55,18,1.0,-1.0
46.0,56,1,0.6666666666666666,1.0
46.0,56,9,0.3333333333333333,1.0
46.0,56,11,0.6666666666666666,-1.0
46.0,56,13,1.0,-1.0
46.0,56,15,1.0,-0.6666666666666666
46.0,56,18,1.0,-1.0
46.0,57,1,0.6666666666666666,1.0
46.0,57,9,0.3333333333333333,1.0
46.0,57,11,0.6666666666666666,-1.0
46.0,57,13,1.0,-1.0
46.0,57,15,1.0,-0.6666666666666666
46.0,57,18,1.0,-1.0
46.0,58,1,0.6666666666666666,1.0
46.0,58,9,0.3333333333333333,1.0
46.0,58,11,0.6666666666666666,-1.0
46.0,58,13,1.0,-1.0
46.0,58,15,1.0,-0.6666666666666666
46.0,58,18,1.0,-1.0
46.0,59,1,0.6666666666666666,1.0
46.0,59,9,0.3333333333333333,1.0
46.0,59,11,0.6666666666666666,-1.0
46.0,59,13,1.0,-1.0
46.0,59,15,1.0,-0.6666666666666666
46.0,59,18,1.0,-1.0
46.0,60,1,0.6666666666666666,1.0
46.0,60,9,0.3333333333333333,1.0
46.0,60,11,0.6666666666666666,-1.0
46.0,60,13,1.0,-1.0
46.0,60,15,1.0,-0.6666666666666666
46.0,60,18,1.0,-1.0
46.0,61,1,0.6666666666666666,1.0
46.0,61,9,0.3333333333333333,1.0
46.0,61,11,0.6666666666666666,-1.0
46.0,61,13,1.0,-1.0
46.0,61,15,1.0,-0.6666666666666666
46.0,61,18,1.0,-1.0
46.0,62,1,0.6666666666666666,1.0
46.0,62,9,0.3333333333333333,1.0
46.0,62,11,0.6666666666666666,-1.0
46.0,62,13,1.0,-1.0
46.0,62,15,1.0,-0.6666666666666666
46.0,62,18,1.0,-1.0
46.0,63,1,0.6666666666666666,1.0
46.0,63,9,0.3333333333333333,1.0
46.0,63,11,0.6666666666666666,-1.0
46.0,63,13,1.0,-1.0
46.0,63,15,1.0,-0.6666666666666666
46.0,63,18,1.0,-1.0
46.0,64,1,0.6666666666666666,1.0
46.0,64,9,0.3333333333333333,1.0
46.0,64,11,0.6666666666666666,-1.0
46.0,64,13,1.0,-1.0
46.0,64,15,1.0,-0.6666666666666666
46.0,64,18,1.0,-1.0
46.0,65,1,0.6666666666666666,1.0
46.0,65,9,0.3333333333333333,1.0
46.0,65,11,0.6666666666666666,-1.0
46.0,65,13,1.0,-1.0
46.0,65,15,1.0,-0.6666666666666666
46.0,65,18,1.0,-1.0
50.0,65,10,,1.0
58.0,65,11,0.6666666666666666,1.0
58.0,65,3,0.6666666666666666,1.0
58.0,65,12,-0.3333333333333333,-1.0
46.0,66,1,0.6666666666666666,1.0
46.0,66,9,0.3333333333333333,1.0
46.0,66,11,0.6666666666666666,-1.0
46.0,66,13,1.0,-1.0
46.0,66,15,1.0,-0.6666666666666666
46.0,66,18,1.0,-1.0
50.0,66,10,,1.0
58.0,66,11,0.6666666666666666,1.0
58.0,66,3,0.6666666666666666,1.0
58.0,66,12,-0.3333333333333333,-1.0
46.0,67,1,0.6666666666666666,1.0
46.0,67,9,0.3333333333333333,1.0
46.0,67,11,0.6666666666666666,-1.0
46.0,67,13,1.0,-1.0
46.0,67,15,1.0,-0.6666666666666666
46.0,67,18,1.0,-1.0
46.0,68,1,0.6666666666666666,1.0
46.0,68,9,0.3333333333333333,1.0
46.0,68,11,0.6666666666666666,-1.0
46.0,68,13,1.0,-1.0
46.0,68,15,1.0,-0.6666666666666666
46.0,68,18,1.0,-1.0
46.0,69,1,0.6666666666666666,1.0
46.0,69,9,0.3333333333333333,1.0
46.0,69,11,0.6666666666666666,-1.0
46.0,69,13,1.0,-1.0
46.0,69,15,1.0,-0.6666666666666666
46.0,69,18,1.0,-1.0
46.0,70,1,0.6666666666666666,1.0
46.0,70,9,0.3333333333333333,1.0
46.0,70,11,0.6666666666666666,-1.0
46.0,70,13,1.0,-1.0
46.0,70,15,1.0,-0.6666666666666666
46.0,70,18,1.0,-1.0
51.0,70,13,1.0,-0.6666666666666666
46.0,71,1,0.6666666666666666,1.0
46.0,71,9,0.3333333333333333,1.0
46.0,71,11,0.6666666666666666,-1.0
46.0,71,13,1.0,-1.0
46.0,71,15,1.0,-0.6666666666666666
46.0,71,18,1.0,-1.0
46.0,72,1,0.6666666666666666,1.0
46.0,72,9,0.3333333333333333,1.0
46.0,72,11,0.6666666666666666,-1.0
46.0,72,13,1.0,-1.0
46.0,72,15,1.0,-0.6666666666666666
46.0,72,18,1.0,-1.0
46.0,73,1,0.6666666666666666,1.0
46.0,73,9,0.3333333333333333,1.0
46.0,73,11,0.6666666666666666,-1.0
46.0,73,13,1.0,-1.0
46.0,73,15,1.0,-0.6666666666666666
46.0,73,18,1.0,-1.0
46.0,74,1,0.6666666666666666,1.0
46.0,74,9,0.3333333333333333,1.0
46.0,74,11,0.6666666666666666,-1.0
46.0,74,13,1.0,-1.0
46.0,74,15,1.0,-0.6666666666666666
46.0,74,18,1.0,-1.0
46.0,75,1,0.6666666666666666,1.0
46.0,75,9,0.3333333333333333,1.0
46.0,75,11,0.6666666666666666,-1.0
46.0,75,13,1.0,-1.0
46.0,75,15,1.0,-0.6666666666666666
46.0,75,18,1.0,-1.0
46.0,76,1,0.6666666666666666,1.0
46.0,76,9,0.3333333333333333,1.0
46.0,76,11,0.6666666666666666,-1.0
46.0,76,13,1.0,-1.0
46.0,76,15,1.0,-0.6666666666666666
46.0,76,18,1.0,-1.0
46.0,77,1,0.6666666666666666,1.0
46.0,77,9,0.3333333333333333,1.0
46.0,77,11,0.6666666666666666,-1.0
46.0,77,13,1.0,-1.0
46.0,77,15,1.0,-0.6666666666666666
46.0,77,18,1.0,-1.0
46.0,78,1,0.6666666666666666,1.0
46.0,78,9,0.3333333333333333,1.0
46.0,78,11,0.6666666666666666,-1.0
46.0,78,13,1.0,-1.0
46.0,78,15,1.0,-0.6666666666666666
46.0,78,18,1.0,-1.0
46.0,79,1,0.6666666666666666,1.0
46.0,79,9,0.3333333333333333,1.0
46.0,79,11,0.6666666666666666,-1.0
46.0,79,13,1.0,-1.0
46.0,79,15,1.0,-0.6666666666666666
46.0,79,18,1.0,-1.0
