name,important_feature,interval_start,interval_end,gap,count
beethoven_woo80_score2,1,99,101,0.010152101516723631,1
beethoven_woo80_score2,1,100,101,0.01298677921295166,1
beethoven_woo80_score2,1,100,102,0.014717519283294678,1
beethoven_woo80_score2,1,100,103,0.015201717615127562,2
beethoven_woo80_score2,1,101,103,0.011709190905094148,2
beethoven_woo80_score2,1,101,104,0.01827451586723328,1
beethoven_woo80_score2,1,102,103,0.012712746858596802,1
beethoven_woo80_score2,1,102,104,0.017505347728729248,1
beethoven_woo80_score2,1,103,106,0.010493546724319458,1
beethoven_woo80_score2,1,104,107,0.012057274580001831,1
beethoven_woo80_score2,1,109,112,0.020268226663271587,6
beethoven_woo80_score2,1,110,112,0.015615008771419525,4
beethoven_woo80_score2,1,110,113,0.01731492280960083,5
beethoven_woo80_score2,1,111,112,0.012733720242977142,4
beethoven_woo80_score2,1,111,113,0.015589535236358644,4
beethoven_woo80_score2,1,111,114,0.018262475728988647,5
beethoven_woo80_score2,1,113,116,0.01424795389175415,2
beethoven_woo80_score2,1,114,116,0.012160271406173706,2
beethoven_woo80_score2,1,115,116,0.010740518569946287,1
beethoven_woo80_score2,1,117,119,0.012293174862861632,2
beethoven_woo80_score2,1,117,120,0.018651261925697327,2
beethoven_woo80_score2,1,118,120,0.015102729201316832,2
beethoven_woo80_score2,1,118,121,0.023186862468719482,2
beethoven_woo80_score2,1,119,121,0.01951684057712555,2
beethoven_woo80_score2,1,119,122,0.018854022026062008,2
beethoven_woo80_score2,1,120,121,0.013164162635803223,2
beethoven_woo80_score2,1,120,122,0.014503851532936096,2
beethoven_woo80_score2,1,120,123,0.019975900650024414,2
beethoven_woo80_score2,1,121,123,0.01167583465576172,4
beethoven_woo80_score2,1,121,124,0.013379640877246857,4
beethoven_woo80_score2,1,122,123,0.012364685535430908,1
beethoven_woo80_score2,1,122,124,0.012024134397506714,3
beethoven_woo80_score2,1,122,125,0.014012295752763748,4
beethoven_woo80_score2,1,123,125,0.014537677168846132,2
beethoven_woo80_score2,1,123,126,0.015934590250253674,4
beethoven_woo80_score2,1,124,125,0.010636672377586365,2
beethoven_woo80_score2,1,124,126,0.01468611260255178,3
beethoven_woo80_score2,1,124,127,0.014700207859277725,4
beethoven_woo80_score2,1,125,126,0.010291218757629395,1
beethoven_woo80_score2,1,125,127,0.01184989015261332,3
beethoven_woo80_score2,1,125,128,0.013720175251364708,8
beethoven_woo80_score2,1,126,127,0.011121273040771484,1
beethoven_woo80_score2,1,126,128,0.01383131742477417,5
beethoven_woo80_score2,1,126,129,0.014439040422439575,5
beethoven_woo80_score2,1,127,128,0.012485553820927937,3
beethoven_woo80_score2,1,127,129,0.018566951155662537,2
beethoven_woo80_score2,1,127,130,0.015078832705815634,3
beethoven_woo80_score2,1,128,129,0.014957755804061891,2
beethoven_woo80_score2,1,128,130,0.015183349450429281,3
beethoven_woo80_score2,1,128,131,0.014723770320415497,4
beethoven_woo80_score2,1,129,130,0.014297157526016237,3
beethoven_woo80_score2,1,129,131,0.014921925961971285,4
beethoven_woo80_score2,1,129,132,0.016293935477733612,4
beethoven_woo80_score2,1,130,131,0.01284650961558024,3
beethoven_woo80_score2,1,130,132,0.016549726327260334,3
beethoven_woo80_score2,1,130,133,0.017461717128753662,1
beethoven_woo80_score2,1,131,132,0.01528857151667277,3
beethoven_woo80_score2,1,131,133,0.023207277059555054,1
beethoven_woo80_score2,1,131,134,0.02109226584434509,1
beethoven_woo80_score2,1,132,133,0.01858595013618469,1
beethoven_woo80_score2,1,132,134,0.021220475435256958,1
beethoven_woo80_score2,1,132,135,0.02072444558143616,1
beethoven_woo80_score2,1,133,134,0.015578538179397585,1
beethoven_woo80_score2,1,133,135,0.020299702882766724,1
beethoven_woo80_score2,1,133,136,0.015608355402946472,2
beethoven_woo80_score2,1,134,135,0.016663968563079834,1
beethoven_woo80_score2,1,134,136,0.019611835479736328,1
beethoven_woo80_score2,1,134,137,0.012301027774810793,1
beethoven_woo80_score2,1,135,136,0.014167606830596926,1
beethoven_woo80_score2,1,135,138,0.012086957693099977,1
beethoven_woo80_score2,1,136,139,0.0108911395072937,1
beethoven_woo80_score2,1,142,145,0.011883914470672607,1
beethoven_woo80_score2,1,143,146,0.012574851512908936,1
beethoven_woo80_score2,1,144,146,0.01096189022064209,1
beethoven_woo80_score2,1,144,147,0.013742923736572266,1
beethoven_woo80_score2,1,145,148,0.011923551559448242,1
beethoven_woo80_score2,1,146,148,0.011015176773071287,1
beethoven_woo80_score2,1,146,149,0.012801378965377808,1
beethoven_woo80_score2,1,147,150,0.01123759150505066,1
beethoven_woo80_score2,1,148,151,0.011106401681900023,1
beethoven_woo80_score2,1,149,150,0.011707186698913574,1
beethoven_woo80_score2,1,149,151,0.011806805928548178,3
beethoven_woo80_score2,1,149,152,0.013268540302912394,3
beethoven_woo80_score2,1,150,151,0.011306583881378174,1
beethoven_woo80_score2,1,150,152,0.012718290090560913,2
beethoven_woo80_score2,1,150,153,0.013965949416160585,2
beethoven_woo80_score2,1,151,152,0.011361449956893921,1
beethoven_woo80_score2,1,151,153,0.01230381429195404,2
beethoven_woo80_score2,1,151,154,0.014045953750610352,2
beethoven_woo80_score2,1,152,153,0.011359959840774536,1
beethoven_woo80_score2,1,152,154,0.012513488531112673,2
beethoven_woo80_score2,1,152,155,0.0190061628818512,1
beethoven_woo80_score2,1,153,154,0.011268794536590576,2
beethoven_woo80_score2,1,153,155,0.016972199082374573,2
beethoven_woo80_score2,1,153,156,0.01596774657567342,3
beethoven_woo80_score2,1,154,155,0.014945447444915771,2
beethoven_woo80_score2,1,154,156,0.017141953110694885,2
beethoven_woo80_score2,1,154,157,0.014404565095901491,3
beethoven_woo80_score2,1,155,156,0.01161210238933563,2
beethoven_woo80_score2,1,155,157,0.01485016942024231,2
beethoven_woo80_score2,1,155,158,0.014892399311065676,3
beethoven_woo80_score2,1,156,157,0.013283342123031616,1
beethoven_woo80_score2,1,156,158,0.014675110578536987,2
beethoven_woo80_score2,1,156,159,0.013157486915588379,4
beethoven_woo80_score2,1,157,158,0.011261820793151855,1
beethoven_woo80_score2,1,157,159,0.011998683214187622,3
beethoven_woo80_score2,1,157,160,0.012723639607429504,4
beethoven_woo80_score2,1,158,160,0.011997625231742859,2
beethoven_woo80_score2,1,159,160,0.011443018913269043,1
beethoven_woo80_score2,1,165,168,0.014187291264533997,2
beethoven_woo80_score2,1,166,168,0.01415245234966278,2
beethoven_woo80_score2,1,166,169,0.01466328650712967,2
beethoven_woo80_score2,1,167,168,0.013282701373100279,2
beethoven_woo80_score2,1,167,169,0.013756319880485536,2
beethoven_woo80_score2,1,167,170,0.014513641595840452,2
beethoven_woo80_score2,1,177,180,0.01917208731174469,6
beethoven_woo80_score2,1,178,180,0.01889529824256897,5
beethoven_woo80_score2,1,179,180,0.018776237964630127,5
beethoven_woo80_score2,1,193,196,0.011433571577072144,2
beethoven_woo80_score2,1,194,197,0.01277373731136322,2
beethoven_woo80_score2,1,195,197,0.01088931163152059,3
beethoven_woo80_score2,1,195,198,0.0143316388130188,2
beethoven_woo80_score2,1,196,197,0.010951310396194458,1
beethoven_woo80_score2,1,196,198,0.011555929978688559,3
beethoven_woo80_score2,1,196,199,0.01174248258272807,3
beethoven_woo80_score2,1,197,198,0.011036237080891928,3
beethoven_woo80_score2,1,197,199,0.013459926843643187,5
beethoven_woo80_score2,1,198,200,0.011030107736587523,3
beethoven_woo80_score2,1,198,201,0.01005762815475464,1
beethoven_woo80_score2,1,199,200,0.015023395419120787,2
beethoven_woo80_score2,1,199,201,0.013561596473058064,3
beethoven_woo80_score2,1,199,202,0.016272073984146117,5
beethoven_woo80_score2,1,200,203,0.012314021587371826,1
beethoven_woo80_score2,1,201,203,0.011288344860076904,1
beethoven_woo80_score2,1,201,204,0.011713102459907532,2
beethoven_woo80_score2,1,202,205,0.011194974184036257,1
beethoven_woo80_score2,1,203,206,0.011405870318412779,1
beethoven_woo80_score2,1,205,208,0.010495513677597046,1
beethoven_woo80_score2,1,206,209,0.01257210969924927,1
beethoven_woo80_score2,1,207,210,0.010235160589218141,1
beethoven_woo80_score2,1,208,211,0.013244181871414185,3
beethoven_woo80_score2,1,209,212,0.0160677433013916,3
beethoven_woo80_score2,1,210,211,0.011511892080307009,1
beethoven_woo80_score2,1,210,212,0.015952855348587036,3
beethoven_woo80_score2,1,213,216,0.010982275009155272,1
beethoven_woo80_score2,1,214,217,0.010894149541854858,1
beethoven_woo80_score2,1,231,234,0.017850041389465332,1
beethoven_woo80_score2,1,232,234,0.016134947538375854,1
beethoven_woo80_score2,1,232,235,0.017690837383270264,1
beethoven_woo80_score2,1,233,234,0.013640046119689941,1
beethoven_woo80_score2,1,233,235,0.015392214059829712,1
beethoven_woo80_score2,1,233,236,0.01730978488922119,1
beethoven_woo80_score2,1,242,245,0.0133344829082489,1
beethoven_woo80_score2,1,243,245,0.011327445507049559,1
beethoven_woo80_score2,1,243,246,0.013949036598205566,1
beethoven_woo80_score2,1,244,247,0.01030227541923523,1
beethoven_woo80_score2,1,252,255,0.01054289937019348,1
beethoven_woo80_score2,1,253,256,0.010870993137359621,1
beethoven_woo80_score2,1,254,256,0.010028213262557985,1
beethoven_woo80_score2,1,263,266,0.010940283536911009,1
beethoven_woo80_score2,1,264,266,0.012304574251174928,1
beethoven_woo80_score2,1,264,267,0.013460665941238405,1
beethoven_woo80_score2,1,265,267,0.011250421404838562,2
beethoven_woo80_score2,1,265,268,0.012116774916648865,2
beethoven_woo80_score2,1,266,268,0.010971099138259888,1
beethoven_woo80_score2,1,266,269,0.010582059621810913,1
beethoven_woo80_score2,1,267,269,0.010072797536849977,1
beethoven_woo80_score2,1,267,270,0.010816484689712523,1
beethoven_woo80_score2,1,268,270,0.010000407695770264,1
beethoven_woo80_score2,1,268,271,0.010275483131408691,2
beethoven_woo80_score2,1,269,271,0.010785400867462158,1
beethoven_woo80_score2,1,269,272,0.0122249573469162,2
beethoven_woo80_score2,1,270,272,0.011828005313873293,1
beethoven_woo80_score2,1,270,273,0.0142536461353302,1
beethoven_woo80_score2,1,271,272,0.010624080896377563,1
beethoven_woo80_score2,1,271,273,0.0133131742477417,1
beethoven_woo80_score2,1,271,274,0.011451750993728638,2
beethoven_woo80_score2,1,272,274,0.011115103960037231,1
beethoven_woo80_score2,1,272,275,0.013008147478103638,2
beethoven_woo80_score2,1,273,275,0.012662559747695923,1
beethoven_woo80_score2,1,273,276,0.016821175813674927,1
beethoven_woo80_score2,1,274,275,0.011303961277008057,2
beethoven_woo80_score2,1,274,276,0.014215975999832153,1
beethoven_woo80_score2,1,279,281,0.010170578956604004,1
beethoven_woo80_score2,1,285,288,0.01220911741256714,1
beethoven_woo80_score2,1,286,289,0.012073278427124023,1
beethoven_woo80_score2,1,288,291,0.018730796873569492,4
beethoven_woo80_score2,1,289,291,0.018697880208492283,4
beethoven_woo80_score2,1,289,292,0.016841284930706024,4
beethoven_woo80_score2,1,290,291,0.01766741275787354,3
beethoven_woo80_score2,1,290,292,0.015634506940841675,3
beethoven_woo80_score2,1,292,295,0.010861843824386595,1
beethoven_woo80_score2,1,293,296,0.010229021310806273,1
beethoven_woo80_score2,1,296,299,0.01435789465904236,1
beethoven_woo80_score2,1,297,299,0.012025117874145508,1
beethoven_woo80_score2,1,297,300,0.013928920030593872,2
beethoven_woo80_score2,1,298,300,0.010372310876846312,1
beethoven_woo80_score2,1,305,307,0.018254193663597103,5
beethoven_woo80_score2,1,305,308,0.018254193663597103,5
beethoven_woo80_score2,1,306,307,0.017675891518592834,4
beethoven_woo80_score2,1,306,308,0.017675891518592834,4
beethoven_woo80_score2,1,306,309,0.017675891518592834,4
beethoven_woo80_score2,2,1,2,0.011771202087402344,1
beethoven_woo80_score2,2,1,3,0.010972172021865843,1
beethoven_woo80_score2,2,1,4,0.013409405946731569,1
beethoven_woo80_score2,2,2,3,0.010008811950683594,1
beethoven_woo80_score2,2,2,4,0.015062212944030762,1
beethoven_woo80_score2,2,2,5,0.01471647620201111,1
beethoven_woo80_score2,2,3,6,0.011846274137496948,1
beethoven_woo80_score2,2,4,6,0.010864168405532835,1
beethoven_woo80_score2,2,4,7,0.014027655124664308,1
beethoven_woo80_score2,2,5,7,0.014677792787551882,1
beethoven_woo80_score2,2,5,8,0.01266414672136307,4
beethoven_woo80_score2,2,6,8,0.015601545572280884,1
beethoven_woo80_score2,2,7,8,0.010758191347122192,1
beethoven_woo80_score2,2,7,10,0.01364615559577942,1
beethoven_woo80_score2,2,8,10,0.010482192039489746,1
beethoven_woo80_score2,2,8,11,0.012795202434062958,4
beethoven_woo80_score2,2,9,11,0.014812002579371134,3
beethoven_woo80_score2,2,9,12,0.018201003472010296,6
beethoven_woo80_score2,2,10,11,0.016854390501976013,4
beethoven_woo80_score2,2,10,12,0.025368583202362058,5
beethoven_woo80_score2,2,16,19,0.015682309865951538,1
beethoven_woo80_score2,2,17,19,0.010644406080245972,1
beethoven_woo80_score2,2,17,20,0.01066771149635315,1
beethoven_woo80_score2,2,38,41,0.01372450590133667,2
beethoven_woo80_score2,2,39,41,0.011377841234207152,1
beethoven_woo80_score2,2,39,42,0.011510878801345823,1
beethoven_woo80_score2,2,40,43,0.01037934422492981,1
beethoven_woo80_score2,2,41,44,0.010531485080718994,1
beethoven_woo80_score2,2,45,46,0.013686031103134157,1
beethoven_woo80_score2,2,45,47,0.015420168638229368,1
beethoven_woo80_score2,2,45,48,0.014950841665267944,2
beethoven_woo80_score2,2,46,49,0.011883288621902466,1
beethoven_woo80_score2,2,47,49,0.014799445867538454,1
beethoven_woo80_score2,2,47,50,0.016999691724777218,2
beethoven_woo80_score2,2,48,50,0.015065506100654604,2
beethoven_woo80_score2,2,48,51,0.030530363321304318,7
beethoven_woo80_score2,2,49,50,0.010977119207382202,1
beethoven_woo80_score2,2,49,51,0.027458824217319492,8
beethoven_woo80_score2,2,49,52,0.026231013238430027,8
beethoven_woo80_score2,2,50,51,0.024212855845689774,8
beethoven_woo80_score2,2,50,52,0.022706229239702225,8
beethoven_woo80_score2,2,50,53,0.015249311923980713,1
beethoven_woo80_score2,2,51,53,0.01382237672805786,1
beethoven_woo80_score2,2,51,54,0.016116499900817868,1
beethoven_woo80_score2,2,52,54,0.012987494468688965,1
beethoven_woo80_score2,2,52,55,0.014198243618011475,1
beethoven_woo80_score2,2,53,55,0.011936545372009277,1
beethoven_woo80_score2,2,53,56,0.013875514268875122,1
beethoven_woo80_score2,2,54,56,0.012115240097045898,1
beethoven_woo80_score2,2,69,72,0.012307927012443542,2
beethoven_woo80_score2,2,70,72,0.012984082102775574,2
beethoven_woo80_score2,2,70,73,0.014401346445083618,2
beethoven_woo80_score2,2,77,78,0.011251717805862428,1
beethoven_woo80_score2,2,77,79,0.01245608925819397,1
beethoven_woo80_score2,2,77,80,0.01273861527442932,2
beethoven_woo80_score2,2,97,100,0.011003990968068441,3
beethoven_woo80_score2,2,98,100,0.010434657335281372,1
beethoven_woo80_score2,2,98,101,0.01442644000053406,1
beethoven_woo80_score2,2,99,102,0.010744810104370115,1
beethoven_woo80_score2,2,100,101,0.011279165744781494,1
beethoven_woo80_score2,2,100,102,0.019513368606567383,1
beethoven_woo80_score2,2,100,103,0.014471158385276794,4
beethoven_woo80_score2,2,101,102,0.013110220432281494,1
beethoven_woo80_score2,2,101,103,0.013774474461873371,3
beethoven_woo80_score2,2,101,104,0.015850772460301716,3
beethoven_woo80_score2,2,102,103,0.013443450133005777,3
beethoven_woo80_score2,2,102,104,0.015634735425313313,3
beethoven_woo80_score2,2,104,107,0.013198181986808777,2
beethoven_woo80_score2,2,105,107,0.011786594986915587,2
beethoven_woo80_score2,2,105,108,0.01471053808927536,4
beethoven_woo80_score2,2,106,108,0.013938764731089274,3
beethoven_woo80_score2,2,109,112,0.013011693954467772,3
beethoven_woo80_score2,2,110,113,0.01099085807800293,1
beethoven_woo80_score2,2,111,114,0.012346625328063965,2
beethoven_woo80_score2,2,117,118,0.011953204870224,1
beethoven_woo80_score2,2,117,119,0.020298093557357788,1
beethoven_woo80_score2,2,117,120,0.02666273713111877,1
beethoven_woo80_score2,2,118,119,0.012621551752090454,1
beethoven_woo80_score2,2,118,120,0.021343261003494263,1
beethoven_woo80_score2,2,118,121,0.01886887848377228,2
beethoven_woo80_score2,2,119,120,0.012757241725921629,1
beethoven_woo80_score2,2,119,121,0.0211869478225708,1
beethoven_woo80_score2,2,119,122,0.016171544790267944,3
beethoven_woo80_score2,2,120,121,0.011611878871917723,1
beethoven_woo80_score2,2,120,122,0.01325338085492452,3
beethoven_woo80_score2,2,120,123,0.017561088005701702,3
beethoven_woo80_score2,2,121,122,0.012929126620292664,2
beethoven_woo80_score2,2,121,123,0.019426772991816204,3
beethoven_woo80_score2,2,121,124,0.019883036613464355,4
beethoven_woo80_score2,2,122,123,0.014213934540748596,2
beethoven_woo80_score2,2,122,124,0.02370527386665344,2
beethoven_woo80_score2,2,122,125,0.018215209245681763,3
beethoven_woo80_score2,2,123,124,0.01193183660507202,2
beethoven_woo80_score2,2,123,125,0.017787232995033264,2
beethoven_woo80_score2,2,123,126,0.017564259469509125,4
beethoven_woo80_score2,2,124,125,0.014798164367675781,1
beethoven_woo80_score2,2,124,126,0.01739044984181722,3
beethoven_woo80_score2,2,124,127,0.01695571094751358,4
beethoven_woo80_score2,2,125,126,0.014938622713088991,1
beethoven_woo80_score2,2,125,127,0.024132221937179562,1
beethoven_woo80_score2,2,125,128,0.013864929477373758,6
beethoven_woo80_score2,2,126,127,0.011909514665603638,1
beethoven_woo80_score2,2,126,128,0.022293120622634888,1
beethoven_woo80_score2,2,126,129,0.013170540332794191,1
beethoven_woo80_score2,2,127,128,0.013123542070388794,1
beethoven_woo80_score2,2,127,129,0.01030254364013672,1
beethoven_woo80_score2,2,127,130,0.011786818504333496,1
beethoven_woo80_score2,2,128,130,0.01016002893447876,1
beethoven_woo80_score2,2,129,130,0.010271191596984863,1
beethoven_woo80_score2,2,129,131,0.01064366102218628,1
beethoven_woo80_score2,2,129,132,0.01191343367099762,2
beethoven_woo80_score2,2,131,133,0.011658906936645508,1
beethoven_woo80_score2,2,133,135,0.011763453483581543,1
beethoven_woo80_score2,2,133,136,0.015327354272206625,3
beethoven_woo80_score2,2,134,136,0.012436062097549437,2
beethoven_woo80_score2,2,134,137,0.016880631446838382,2
beethoven_woo80_score2,2,135,137,0.012159183621406557,2
beethoven_woo80_score2,2,135,138,0.017743125557899475,2
beethoven_woo80_score2,2,136,138,0.012065380811691284,1
beethoven_woo80_score2,2,136,139,0.013051122426986694,1
beethoven_woo80_score2,2,138,140,0.013662874698638916,1
beethoven_woo80_score2,2,139,140,0.012687265872955322,1
beethoven_woo80_score2,2,141,144,0.011890411376953123,1
beethoven_woo80_score2,2,142,145,0.012100249528884888,2
beethoven_woo80_score2,2,143,145,0.010240256786346436,1
beethoven_woo80_score2,2,143,146,0.012904167175292969,2
beethoven_woo80_score2,2,144,147,0.013066023588180542,2
beethoven_woo80_score2,2,145,148,0.015294671058654785,1
beethoven_woo80_score2,2,146,148,0.011075735092163086,1
beethoven_woo80_score2,2,152,155,0.015821456909179688,1
beethoven_woo80_score2,2,153,155,0.013773739337921144,2
beethoven_woo80_score2,2,153,156,0.013935163617134094,2
beethoven_woo80_score2,2,154,155,0.016569525003433228,1
beethoven_woo80_score2,2,154,156,0.013283565640449524,2
beethoven_woo80_score2,2,155,158,0.010705888271331787,1
beethoven_woo80_score2,2,157,159,0.01137608289718628,1
beethoven_woo80_score2,2,157,160,0.013528257608413695,1
beethoven_woo80_score2,2,158,160,0.011550694704055786,1
beethoven_woo80_score2,2,165,168,0.014607429504394531,2
beethoven_woo80_score2,2,166,168,0.014238074421882631,2
beethoven_woo80_score2,2,166,169,0.015828624367713928,2
beethoven_woo80_score2,2,167,168,0.012621939182281494,2
beethoven_woo80_score2,2,167,169,0.014421924948692322,2
beethoven_woo80_score2,2,167,170,0.01619383692741394,2
beethoven_woo80_score2,2,177,180,0.022339291870594025,4
beethoven_woo80_score2,2,178,180,0.01987128704786301,4
beethoven_woo80_score2,2,179,180,0.019484959542751312,4
beethoven_woo80_score2,2,181,184,0.011255085468292236,1
beethoven_woo80_score2,2,182,184,0.010523587465286257,1
beethoven_woo80_score2,2,182,185,0.014728695154190062,1
beethoven_woo80_score2,2,183,185,0.012223899364471436,1
beethoven_woo80_score2,2,183,186,0.011890247464179993,2
beethoven_woo80_score2,2,184,187,0.011183798313140871,1
beethoven_woo80_score2,2,196,197,0.012810766696929932,1
beethoven_woo80_score2,2,197,198,0.014019653201103209,2
beethoven_woo80_score2,2,197,199,0.015067875385284426,3
beethoven_woo80_score2,2,197,200,0.016503920157750446,3
beethoven_woo80_score2,2,198,199,0.011965349316596985,2
beethoven_woo80_score2,2,198,200,0.012743592262268066,3
beethoven_woo80_score2,2,199,200,0.01387156546115875,2
beethoven_woo80_score2,2,199,201,0.012938559055328371,1
beethoven_woo80_score2,2,199,202,0.017742276191711426,1
beethoven_woo80_score2,2,203,206,0.010260134935379028,1
beethoven_woo80_score2,2,208,211,0.01320311427116394,1
beethoven_woo80_score2,2,209,211,0.010284662246704102,1
beethoven_woo80_score2,2,209,212,0.013115296761194864,3
beethoven_woo80_score2,2,210,211,0.010159015655517578,1
beethoven_woo80_score2,2,210,212,0.014092311263084413,2
beethoven_woo80_score2,2,214,217,0.010128378868103027,1
beethoven_woo80_score2,2,227,230,0.011146515607833862,1
beethoven_woo80_score2,2,228,231,0.010799258947372437,1
beethoven_woo80_score2,2,229,232,0.01034696400165558,2
beethoven_woo80_score2,2,230,233,0.01323813199996948,1
beethoven_woo80_score2,2,231,234,0.012901604175567629,1
beethoven_woo80_score2,2,232,234,0.012349307537078856,1
beethoven_woo80_score2,2,232,235,0.013297319412231444,1
beethoven_woo80_score2,2,233,234,0.011025920510292051,2
beethoven_woo80_score2,2,233,235,0.01139366626739502,2
beethoven_woo80_score2,2,233,236,0.012114539742469788,2
beethoven_woo80_score2,2,245,248,0.010175615549087523,1
beethoven_woo80_score2,2,246,249,0.012532144784927368,1
beethoven_woo80_score2,2,247,250,0.01297035813331604,1
beethoven_woo80_score2,2,248,250,0.01202690601348877,1
beethoven_woo80_score2,2,248,251,0.013285577297210692,1
beethoven_woo80_score2,2,249,252,0.011795520782470705,1
beethoven_woo80_score2,2,264,266,0.010239720344543457,1
beethoven_woo80_score2,2,264,267,0.010490119457244871,1
beethoven_woo80_score2,2,265,266,0.011044085025787355,1
beethoven_woo80_score2,2,265,267,0.016038864850997925,1
beethoven_woo80_score2,2,265,268,0.017299950122833252,1
beethoven_woo80_score2,2,266,267,0.011235564947128296,1
beethoven_woo80_score2,2,266,268,0.014640450477600098,1
beethoven_woo80_score2,2,266,269,0.016701191663742062,1
beethoven_woo80_score2,2,267,268,0.01000380516052246,1
beethoven_woo80_score2,2,267,269,0.014372110366821287,1
beethoven_woo80_score2,2,267,270,0.017392665147781372,1
beethoven_woo80_score2,2,268,269,0.010879486799240112,1
beethoven_woo80_score2,2,268,270,0.016594350337982178,1
beethoven_woo80_score2,2,268,271,0.020001471042633057,1
beethoven_woo80_score2,2,269,270,0.012125790119171144,1
beethoven_woo80_score2,2,269,271,0.017771989107131958,1
beethoven_woo80_score2,2,269,272,0.01984560489654541,1
beethoven_woo80_score2,2,270,271,0.012180685997009277,1
beethoven_woo80_score2,2,270,272,0.016787678003311157,1
