name,important_feature,interval_start,interval_end,gap,count
Chopin_Etude_Op.10_No.1_score,8,77,80,0.0121573805809021,1
Chopin_Etude_Op.10_No.1_score,9,33,36,0.010801970958709715,1
Chopin_Etude_Op.10_No.1_score,9,45,46,0.010584115982055664,1
Chopin_Etude_Op.10_No.1_score,9,77,78,0.01219940185546875,1
Chopin_Etude_Op.10_No.1_score,9,77,79,0.024501681327819824,1
Chopin_Etude_Op.10_No.1_score,9,77,80,0.016098558902740482,4
Chopin_Etude_Op.10_No.1_score,9,78,79,0.012511372566223145,1
Chopin_Etude_Op.10_No.1_score,9,78,80,0.0152856707572937,2
Chopin_Etude_Op.10_No.1_score,9,78,81,0.0152856707572937,2
Chopin_Etude_Op.10_No.1_score,10,20,23,0.010028541088104248,1
Chopin_Etude_Op.10_No.1_score,10,29,32,0.010384678840637207,1
Chopin_Etude_Op.10_No.1_score,10,62,65,0.010828256607055664,1
Chopin_Etude_Op.10_No.1_score,10,63,66,0.010165631771087645,1
Chopin_Etude_Op.10_No.1_score,10,65,67,0.01145637035369873,1
Chopin_Etude_Op.10_No.1_score,10,65,68,0.011765718460083008,2
Chopin_Etude_Op.10_No.1_score,10,66,68,0.011442124843597412,1
Chopin_Etude_Op.10_No.1_score,10,66,69,0.014055967330932615,1
Chopin_Etude_Op.10_No.1_score,10,67,69,0.012535274028778076,1
Chopin_Etude_Op.10_No.1_score,10,67,70,0.014965593814849854,1
Chopin_Etude_Op.10_No.1_score,10,68,70,0.012426376342773438,1
Chopin_Etude_Op.10_No.1_score,10,68,71,0.013713538646697998,1
Chopin_Etude_Op.10_No.1_score,10,69,71,0.011355280876159668,2
Chopin_Etude_Op.10_No.1_score,10,69,72,0.011871606111526491,2
Chopin_Etude_Op.10_No.1_score,10,70,71,0.010287821292877196,1
Chopin_Etude_Op.10_No.1_score,10,70,72,0.01177513599395752,1
Chopin_Etude_Op.10_No.1_score,10,70,73,0.010141611099243164,1
Chopin_Etude_Op.10_No.1_score,10,71,73,0.011441290378570557,1
Chopin_Etude_Op.10_No.1_score,10,71,74,0.013897240161895752,1
Chopin_Etude_Op.10_No.1_score,10,72,74,0.01145726442337036,1
Chopin_Etude_Op.10_No.1_score,10,72,75,0.013514280319213869,1
Chopin_Etude_Op.10_No.1_score,10,73,75,0.010327577590942385,1
Chopin_Etude_Op.10_No.1_score,10,73,76,0.012225747108459473,2
Chopin_Etude_Op.10_No.1_score,10,74,76,0.011454582214355469,1
Chopin_Etude_Op.10_No.1_score,10,74,77,0.01496267318725586,1
Chopin_Etude_Op.10_No.1_score,10,75,77,0.013459265232086182,1
Chopin_Etude_Op.10_No.1_score,10,75,78,0.01796203851699829,1
Chopin_Etude_Op.10_No.1_score,10,76,78,0.013919472694396973,1
Chopin_Etude_Op.10_No.1_score,10,76,79,0.0156906247138977,1
Chopin_Etude_Op.10_No.1_score,10,77,79,0.012907713651657104,2
Chopin_Etude_Op.10_No.1_score,10,77,80,0.016450186570485432,3
Chopin_Etude_Op.10_No.1_score,10,78,80,0.012754142284393309,2
Chopin_Etude_Op.10_No.1_score,10,78,81,0.013903260231018066,1
Chopin_Etude_Op.10_No.1_score,10,79,80,0.010405123233795166,1
Chopin_Etude_Op.10_No.1_score,10,79,81,0.010405123233795166,1
Chopin_Etude_Op.10_No.1_score,10,79,82,0.010405123233795166,1
Chopin_Etude_Op.10_No.1_score,11,21,24,0.01144033670425415,2
Chopin_Etude_Op.10_No.1_score,11,22,25,0.011736422777175905,1
Chopin_Etude_Op.10_No.1_score,11,23,26,0.010616838932037355,1
Chopin_Etude_Op.10_No.1_score,11,27,30,0.010462671518325806,1
Chopin_Etude_Op.10_No.1_score,11,28,31,0.011499479413032532,2
Chopin_Etude_Op.10_No.1_score,11,29,32,0.011169180274009705,2
Chopin_Etude_Op.10_No.1_score,11,34,37,0.011275649070739746,1
Chopin_Etude_Op.10_No.1_score,11,35,37,0.011344641447067259,1
Chopin_Etude_Op.10_No.1_score,11,36,39,0.010126829147338869,1
Chopin_Etude_Op.10_No.1_score,11,37,40,0.01055210828781128,1
Chopin_Etude_Op.10_No.1_score,11,38,40,0.010207921266555786,1
Chopin_Etude_Op.10_No.1_score,11,38,41,0.014869868755340574,1
Chopin_Etude_Op.10_No.1_score,11,39,41,0.014167964458465574,1
Chopin_Etude_Op.10_No.1_score,11,39,42,0.016942045518330166,7
Chopin_Etude_Op.10_No.1_score,11,40,41,0.011458098888397215,1
Chopin_Etude_Op.10_No.1_score,11,40,42,0.018214660882949832,5
Chopin_Etude_Op.10_No.1_score,11,40,43,0.01648643187114171,7
Chopin_Etude_Op.10_No.1_score,11,41,42,0.015193402767181396,5
Chopin_Etude_Op.10_No.1_score,11,41,43,0.01587778329849243,5
Chopin_Etude_Op.10_No.1_score,11,41,44,0.01637030243873596,5
Chopin_Etude_Op.10_No.1_score,11,45,47,0.01134800910949707,1
Chopin_Etude_Op.10_No.1_score,11,45,48,0.013257503509521484,1
Chopin_Etude_Op.10_No.1_score,11,53,55,0.012490212917327879,1
Chopin_Etude_Op.10_No.1_score,11,53,56,0.0141468346118927,2
Chopin_Etude_Op.10_No.1_score,11,54,55,0.010024130344390871,1
Chopin_Etude_Op.10_No.1_score,11,54,56,0.012843757867813109,2
Chopin_Etude_Op.10_No.1_score,11,54,57,0.014944612979888916,2
Chopin_Etude_Op.10_No.1_score,11,55,58,0.010519683361053469,1
Chopin_Etude_Op.10_No.1_score,11,56,58,0.010405242443084715,1
Chopin_Etude_Op.10_No.1_score,11,56,59,0.011626720428466795,1
Chopin_Etude_Op.10_No.1_score,11,63,66,0.010494470596313477,1
Chopin_Etude_Op.10_No.1_score,11,64,67,0.010262846946716309,1
Chopin_Etude_Op.10_No.1_score,11,65,67,0.012398019433021544,2
Chopin_Etude_Op.10_No.1_score,11,65,68,0.011893729368845621,3
Chopin_Etude_Op.10_No.1_score,11,66,68,0.01054525375366211,1
Chopin_Etude_Op.10_No.1_score,11,66,69,0.014497846364974976,1
Chopin_Etude_Op.10_No.1_score,11,67,69,0.010002225637435913,1
Chopin_Etude_Op.10_No.1_score,11,67,70,0.012326598167419434,1
Chopin_Etude_Op.10_No.1_score,11,68,70,0.012515813112258913,1
Chopin_Etude_Op.10_No.1_score,11,68,71,0.013123422861099243,1
Chopin_Etude_Op.10_No.1_score,11,70,71,0.011070072650909424,1
Chopin_Etude_Op.10_No.1_score,11,71,73,0.011299073696136476,1
Chopin_Etude_Op.10_No.1_score,11,71,74,0.015995323657989502,1
Chopin_Etude_Op.10_No.1_score,11,72,74,0.014300137758255003,1
Chopin_Etude_Op.10_No.1_score,11,72,75,0.01685994863510132,1
Chopin_Etude_Op.10_No.1_score,11,73,75,0.0101889967918396,1
Chopin_Etude_Op.10_No.1_score,11,75,78,0.010097652673721312,1
Chopin_Etude_Op.10_No.1_score,11,76,78,0.010012149810791016,1
Chopin_Etude_Op.10_No.1_score,11,76,79,0.012515410780906677,2
Chopin_Etude_Op.10_No.1_score,11,77,79,0.01636085907618205,3
Chopin_Etude_Op.10_No.1_score,11,77,80,0.01502808928489685,4
Chopin_Etude_Op.10_No.1_score,11,78,79,0.016891539096832275,1
Chopin_Etude_Op.10_No.1_score,11,78,80,0.015463531017303469,1
Chopin_Etude_Op.10_No.1_score,11,78,81,0.015463531017303469,1
Chopin_Etude_Op.10_No.1_score,12,39,42,0.014940738677978516,3
Chopin_Etude_Op.10_No.1_score,12,40,42,0.014241834481557209,3
Chopin_Etude_Op.10_No.1_score,12,40,43,0.014772027730941772,3
Chopin_Etude_Op.10_No.1_score,12,41,42,0.01324753959973653,3
Chopin_Etude_Op.10_No.1_score,12,41,43,0.013725469509760538,3
Chopin_Etude_Op.10_No.1_score,12,41,44,0.014142930507659912,3
Chopin_Etude_Op.10_No.1_score,12,53,55,0.011143386363983154,1
Chopin_Etude_Op.10_No.1_score,12,53,56,0.012198060750961305,1
Chopin_Etude_Op.10_No.1_score,12,54,55,0.01073753833770752,1
Chopin_Etude_Op.10_No.1_score,12,54,56,0.011892169713974,1
Chopin_Etude_Op.10_No.1_score,12,54,57,0.012535303831100464,1
Chopin_Etude_Op.10_No.1_score,12,77,79,0.011876314878463743,1
Chopin_Etude_Op.10_No.1_score,12,77,80,0.013157308101654051,2
Chopin_Etude_Op.10_No.1_score,12,78,80,0.010896801948547363,1
Chopin_Etude_Op.10_No.1_score,12,78,81,0.010896801948547363,1
Chopin_Etude_Op.10_No.1_score,13,39,42,0.011230990290641785,2
Chopin_Etude_Op.10_No.1_score,13,40,42,0.010755002498626707,2
Chopin_Etude_Op.10_No.1_score,13,40,43,0.010084658861160278,1
Chopin_Etude_Op.10_No.1_score,13,41,42,0.010784566402435304,1
Chopin_Etude_Op.10_No.1_score,13,41,43,0.01000133156776428,1
Chopin_Etude_Op.10_No.1_score,14,45,47,0.01057058572769165,1
Chopin_Etude_Op.10_No.1_score,14,45,48,0.011200845241546629,1
Chopin_Etude_Op.10_No.1_score,14,54,57,0.012921571731567385,1
Chopin_Etude_Op.10_No.1_score,14,77,80,0.011295507351557413,3
Chopin_Etude_Op.10_No.1_score,15,37,40,0.011038482189178469,1
Chopin_Etude_Op.10_No.1_score,15,38,41,0.01066550612449646,1
Chopin_Etude_Op.10_No.1_score,15,39,42,0.017941996455192566,4
Chopin_Etude_Op.10_No.1_score,15,40,42,0.017240554094314575,4
Chopin_Etude_Op.10_No.1_score,15,40,43,0.017523840069770813,4
Chopin_Etude_Op.10_No.1_score,15,41,42,0.014916181564331056,4
Chopin_Etude_Op.10_No.1_score,15,41,43,0.01520925760269165,4
Chopin_Etude_Op.10_No.1_score,15,41,44,0.0151699036359787,4
Chopin_Etude_Op.10_No.1_score,15,65,68,0.010183721780776978,1
Chopin_Etude_Op.10_No.1_score,16,37,40,0.010013997554779051,1
Chopin_Etude_Op.10_No.1_score,16,38,41,0.010447084903717041,1
Chopin_Etude_Op.10_No.1_score,16,39,42,0.016925120353698732,5
Chopin_Etude_Op.10_No.1_score,16,40,42,0.016543805599212646,5
Chopin_Etude_Op.10_No.1_score,16,40,43,0.016139646371205647,6
Chopin_Etude_Op.10_No.1_score,16,41,42,0.01589336395263672,5
Chopin_Etude_Op.10_No.1_score,16,41,43,0.016920840740203856,5
Chopin_Etude_Op.10_No.1_score,16,41,44,0.01878722906112671,5
Chopin_Etude_Op.10_No.1_score,16,45,47,0.011884868144989014,1
Chopin_Etude_Op.10_No.1_score,16,45,48,0.014299869537353516,1
Chopin_Etude_Op.10_No.1_score,16,46,49,0.010947108268737793,1
Chopin_Etude_Op.10_No.1_score,16,53,55,0.014101982116699219,1
Chopin_Etude_Op.10_No.1_score,16,53,56,0.0127449631690979,1
Chopin_Etude_Op.10_No.1_score,16,54,55,0.01493394374847412,1
Chopin_Etude_Op.10_No.1_score,16,54,56,0.013556241989135742,1
Chopin_Etude_Op.10_No.1_score,16,54,57,0.016093850135803226,1
Chopin_Etude_Op.10_No.1_score,16,62,65,0.010849475860595705,1
Chopin_Etude_Op.10_No.1_score,16,63,66,0.01156383752822876,1
Chopin_Etude_Op.10_No.1_score,16,64,66,0.010640740394592285,1
Chopin_Etude_Op.10_No.1_score,16,64,67,0.012322545051574707,1
Chopin_Etude_Op.10_No.1_score,16,65,67,0.011371374130249023,1
Chopin_Etude_Op.10_No.1_score,16,65,68,0.011482983827590942,2
Chopin_Etude_Op.10_No.1_score,16,66,68,0.01050424575805664,1
Chopin_Etude_Op.10_No.1_score,16,66,69,0.01126748323440552,1
Chopin_Etude_Op.10_No.1_score,16,68,71,0.010034739971160887,1
Chopin_Etude_Op.10_No.1_score,16,69,71,0.012062132358551024,1
Chopin_Etude_Op.10_No.1_score,16,69,72,0.010514795780181885,1
Chopin_Etude_Op.10_No.1_score,16,70,71,0.013418138027191162,1
Chopin_Etude_Op.10_No.1_score,16,70,72,0.01187741756439209,1
Chopin_Etude_Op.10_No.1_score,16,70,73,0.010056912899017334,1
Chopin_Etude_Op.10_No.1_score,16,71,74,0.010132312774658205,1
Chopin_Etude_Op.10_No.1_score,16,72,75,0.010103762149810793,1
Chopin_Etude_Op.10_No.1_score,16,75,78,0.012621641159057615,1
Chopin_Etude_Op.10_No.1_score,16,76,78,0.01250314712524414,1
Chopin_Etude_Op.10_No.1_score,16,76,79,0.015081703662872313,1
Chopin_Etude_Op.10_No.1_score,16,77,79,0.013896852731704712,2
Chopin_Etude_Op.10_No.1_score,16,77,80,0.012255728244781494,2
Chopin_Etude_Op.10_No.1_score,17,39,42,0.014268179734547934,3
Chopin_Etude_Op.10_No.1_score,17,40,42,0.012863377730051676,3
Chopin_Etude_Op.10_No.1_score,17,40,43,0.013898710409800213,3
Chopin_Etude_Op.10_No.1_score,17,41,42,0.01262161135673523,2
Chopin_Etude_Op.10_No.1_score,17,41,43,0.012595891952514648,3
Chopin_Etude_Op.10_No.1_score,17,41,44,0.013398329416910808,3
Chopin_Etude_Op.10_No.1_score,17,45,46,0.011927485466003418,1
Chopin_Etude_Op.10_No.1_score,17,45,48,0.010289371013641356,1
Chopin_Etude_Op.10_No.1_score,17,53,55,0.010038316249847412,1
Chopin_Etude_Op.10_No.1_score,17,53,56,0.010091543197631836,1
Chopin_Etude_Op.10_No.1_score,17,54,57,0.010792851448059082,1
Chopin_Etude_Op.10_No.1_score,17,69,71,0.01098477840423584,1
Chopin_Etude_Op.10_No.1_score,17,69,72,0.012644350528717041,1
Chopin_Etude_Op.10_No.1_score,17,70,72,0.012215197086334229,1
Chopin_Etude_Op.10_No.1_score,17,70,73,0.013997852802276613,1
Chopin_Etude_Op.10_No.1_score,17,71,74,0.01050865650177002,1
Chopin_Etude_Op.10_No.1_score,17,75,78,0.01046183705329895,2
Chopin_Etude_Op.10_No.1_score,17,77,79,0.011869966983795166,1
Chopin_Etude_Op.10_No.1_score,17,77,80,0.02325353026390076,1
Chopin_Etude_Op.10_No.1_score,17,78,80,0.017190992832183838,1
Chopin_Etude_Op.10_No.1_score,17,78,81,0.017190992832183838,1
Chopin_Etude_Op.10_No.1_score,17,79,80,0.011583179235458374,2
Chopin_Etude_Op.10_No.1_score,17,79,81,0.011583179235458374,2
Chopin_Etude_Op.10_No.1_score,17,79,82,0.011583179235458374,2
Chopin_Etude_Op.10_No.1_score,18,39,42,0.016447901725769043,1
Chopin_Etude_Op.10_No.1_score,18,40,42,0.012901276350021362,2
Chopin_Etude_Op.10_No.1_score,18,40,43,0.0123232901096344,2
Chopin_Etude_Op.10_No.1_score,18,41,42,0.011868566274642944,1
Chopin_Etude_Op.10_No.1_score,18,41,43,0.010502874851226808,1
Chopin_Etude_Op.10_No.1_score,18,41,44,0.010376602411270142,1
