annotation_item_id,annotation_id,item,level,pid,suggestion,observation,start_measure,end_measure,score
17806,566,1,1,46,0,2,79,79,0.0
17815,566,10,2,46,3,7,79,79,0.0
17815,566,10,2,46,3,7,79,79,0.0
17838,567,1,1,46,0,3,1,79,0.0
17838,567,1,1,46,0,3,1,79,0.0
17839,567,2,1,46,0,2,1,79,0.0
17839,567,2,1,46,0,2,1,79,0.0
17844,567,7,1,46,0,2,1,79,0.0
17844,567,7,1,46,0,2,1,79,0.0
17845,567,8,1,46,0,2,1,79,0.0
17845,567,8,1,46,0,2,1,79,0.0
17846,567,9,1,46,0,3,1,79,0.0
17846,567,9,1,46,0,3,1,79,0.0
17847,567,10,2,46,6,7,1,79,0.0
17847,567,10,2,46,6,7,1,79,0.0
17848,567,11,2,46,6,7,1,79,0.0
17848,567,11,2,46,6,7,1,79,0.0
17849,567,12,2,46,5,7,1,79,0.0
17849,567,12,2,46,5,7,1,79,0.0
17850,567,13,2,46,6,1,1,79,0.0
17850,567,13,2,46,6,1,1,79,0.0
17862,567,25,2,46,7,1,1,79,0.0
17862,567,25,2,46,7,1,1,79,0.0
17864,567,27,2,46,7,2,1,79,0.0
17864,567,27,2,46,7,2,1,79,0.0
17867,567,30,2,46,7,1,1,79,0.0
17867,567,30,2,46,7,1,1,79,0.0
17868,567,31,2,46,7,2,1,79,0.0
17868,567,31,2,46,7,2,1,79,0.0
17869,567,32,2,46,7,2,1,79,0.0
17869,567,32,2,46,7,2,1,79,0.0
17878,568,9,1,47,0,1,1,2,9.0
17878,568,9,1,47,0,1,1,2,9.0
17901,568,32,2,47,7,1,1,2,9.0
17901,568,32,2,47,7,1,1,2,9.0
17910,569,9,1,47,0,4,13,14,9.0
17910,569,9,1,47,0,4,13,14,9.0
17933,569,32,2,47,7,2,13,14,9.0
17933,569,32,2,47,7,2,13,14,9.0
17940,570,7,1,47,0,4,33,36,9.0
17940,570,7,1,47,0,4,33,36,9.0
17942,570,9,1,47,0,4,33,36,9.0
17942,570,9,1,47,0,4,33,36,9.0
17960,570,27,2,47,6,2,33,36,9.0
17960,570,27,2,47,6,2,33,36,9.0
17964,570,31,2,47,7,3,33,36,9.0
17964,570,31,2,47,7,3,33,36,9.0
17974,571,9,1,47,0,3,59,60,9.0
17974,571,9,1,47,0,3,59,60,9.0
17997,571,32,2,47,7,2,59,60,9.0
17997,571,32,2,47,7,2,59,60,9.0
18006,572,9,1,47,0,5,70,70,9.0
18006,572,9,1,47,0,5,70,70,9.0
18029,572,32,2,47,7,3,70,70,9.0
18029,572,32,2,47,7,3,70,70,9.0
18031,573,2,1,48,0,9,17,24,9.0
18031,573,2,1,48,0,9,17,24,9.0
18036,573,7,1,48,0,9,17,24,9.0
18036,573,7,1,48,0,9,17,24,9.0
18042,573,13,2,48,0,7,17,24,9.0
18042,573,13,2,48,0,7,17,24,9.0
18056,573,27,2,48,0,7,17,24,9.0
18056,573,27,2,48,0,7,17,24,9.0
18066,574,5,1,48,0,10,25,36,9.0
18066,574,5,1,48,0,10,25,36,9.0
18080,574,19,2,48,0,7,25,36,9.0
18080,574,19,2,48,0,7,25,36,9.0
18100,575,7,1,49,0,2,1,2,0.0
18100,575,7,1,49,0,2,1,2,0.0
18102,575,9,1,49,0,3,1,2,0.0
18102,575,9,1,49,0,3,1,2,0.0
18110,575,17,2,49,6,7,1,2,0.0
18110,575,17,2,49,6,7,1,2,0.0
18112,575,19,2,49,5,3,1,2,0.0
18112,575,19,2,49,5,3,1,2,0.0
18118,575,25,2,49,7,1,1,2,0.0
18118,575,25,2,49,7,1,1,2,0.0
18125,575,32,2,49,7,2,1,2,0.0
18125,575,32,2,49,7,2,1,2,0.0
18134,576,9,1,49,0,3,15,16,0.0
18134,576,9,1,49,0,3,15,16,0.0
18157,576,32,2,49,7,2,15,16,0.0
18157,576,32,2,49,7,2,15,16,0.0
18166,577,9,1,49,0,1,31,36,0.0
18166,577,9,1,49,0,1,31,36,0.0
18189,577,32,2,49,7,1,31,36,0.0
18189,577,32,2,49,7,1,31,36,0.0
18198,578,9,1,49,0,1,31,36,0.0
18198,578,9,1,49,0,1,31,36,0.0
18221,578,32,2,49,7,1,31,36,0.0
18221,578,32,2,49,7,1,31,36,0.0
18230,579,9,1,49,0,2,42,42,0.0
18230,579,9,1,49,0,2,42,42,0.0
18253,579,32,2,49,7,1,42,42,0.0
18253,579,32,2,49,7,1,42,42,0.0
18262,580,9,1,49,0,2,59,60,0.0
18262,580,9,1,49,0,2,59,60,0.0
18285,580,32,2,49,7,1,59,60,0.0
18285,580,32,2,49,7,1,59,60,0.0
18291,581,6,1,50,0,3,7,7,5.0
18291,581,6,1,50,0,3,7,7,5.0
18292,581,7,1,50,0,3,7,7,5.0
18292,581,7,1,50,0,3,7,7,5.0
18307,581,22,2,50,6,2,7,7,5.0
18307,581,22,2,50,6,2,7,7,5.0
18326,582,9,1,50,0,3,21,22,5.0
18326,582,9,1,50,0,3,21,22,5.0
18349,582,32,2,50,7,2,21,22,5.0
18349,582,32,2,50,7,2,21,22,5.0
18354,583,5,1,50,0,2,35,41,5.0
18354,583,5,1,50,0,2,35,41,5.0
18356,583,7,1,50,0,3,35,41,5.0
18356,583,7,1,50,0,3,35,41,5.0
18358,583,9,1,50,0,3,35,41,5.0
18358,583,9,1,50,0,3,35,41,5.0
18362,583,13,2,50,6,2,35,41,5.0
18362,583,13,2,50,6,2,35,41,5.0
18368,583,19,2,50,7,2,35,41,5.0
18368,583,19,2,50,7,2,35,41,5.0
18380,583,31,2,50,7,2,35,41,5.0
18380,583,31,2,50,7,2,35,41,5.0
18385,584,4,1,50,0,1,47,48,5.0
18385,584,4,1,50,0,1,47,48,5.0
18386,584,5,1,50,0,1,47,48,5.0
18386,584,5,1,50,0,1,47,48,5.0
18388,584,7,1,50,0,3,47,48,5.0
18388,584,7,1,50,0,3,47,48,5.0
18402,584,21,2,50,0,7,47,48,5.0
18402,584,21,2,50,0,7,47,48,5.0
18418,585,5,1,50,0,2,65,66,5.0
18418,585,5,1,50,0,2,65,66,5.0
18434,585,21,2,50,0,7,65,66,5.0
18434,585,21,2,50,0,7,65,66,5.0
18446,586,1,1,51,0,2,7,8,5.0
18446,586,1,1,51,0,2,7,8,5.0
18452,586,7,1,51,0,3,7,8,5.0
18452,586,7,1,51,0,3,7,8,5.0
18456,586,11,2,51,6,2,7,8,5.0
18456,586,11,2,51,6,2,7,8,5.0
18472,586,27,2,51,7,2,7,8,5.0
18472,586,27,2,51,7,2,7,8,5.0
18486,587,9,1,51,0,4,9,10,5.0
18486,587,9,1,51,0,4,9,10,5.0
18509,587,32,2,51,7,1,9,10,5.0
18509,587,32,2,51,7,1,9,10,5.0
18516,588,7,1,51,0,2,13,16,5.0
18516,588,7,1,51,0,2,13,16,5.0
18534,588,25,2,51,7,2,13,16,5.0
18534,588,25,2,51,7,2,13,16,5.0
18536,588,27,2,51,7,2,13,16,5.0
18536,588,27,2,51,7,2,13,16,5.0
18550,589,9,1,51,0,2,48,48,5.0
18550,589,9,1,51,0,2,48,48,5.0
18573,589,32,2,51,7,2,48,48,5.0
18573,589,32,2,51,7,2,48,48,5.0
18580,590,7,1,51,0,2,55,56,5.0
18580,590,7,1,51,0,2,55,56,5.0
18582,590,9,1,51,0,2,55,56,5.0
18582,590,9,1,51,0,2,55,56,5.0
18604,590,31,2,51,7,1,55,56,5.0
18604,590,31,2,51,7,1,55,56,5.0
18610,591,5,1,51,0,2,70,70,5.0
18610,591,5,1,51,0,2,70,70,5.0
18612,591,7,1,51,0,2,70,70,5.0
18612,591,7,1,51,0,2,70,70,5.0
18614,591,9,1,51,0,2,70,70,5.0
18614,591,9,1,51,0,2,70,70,5.0
18630,591,25,2,51,7,2,70,70,5.0
18630,591,25,2,51,7,2,70,70,5.0
18636,591,31,2,51,7,2,70,70,5.0
18636,591,31,2,51,7,2,70,70,5.0
18646,592,9,1,51,0,3,77,78,5.0
18646,592,9,1,51,0,3,77,78,5.0
18669,592,32,2,51,7,2,77,78,5.0
18669,592,32,2,51,7,2,77,78,5.0
18678,593,9,1,52,0,1,1,4,4.0
18678,593,9,1,52,0,1,1,4,4.0
18701,593,32,2,52,7,1,1,4,4.0
18701,593,32,2,52,7,1,1,4,4.0
18710,594,9,1,52,0,1,1,4,4.0
18710,594,9,1,52,0,1,1,4,4.0
18733,594,32,2,52,7,1,1,4,4.0
18733,594,32,2,52,7,1,1,4,4.0
18738,595,5,1,52,0,2,9,9,4.0
18738,595,5,1,52,0,2,9,9,4.0
18742,595,9,1,52,0,2,9,9,4.0
18742,595,9,1,52,0,2,9,9,4.0
18754,595,21,2,52,0,7,9,9,4.0
18754,595,21,2,52,0,7,9,9,4.0
18765,595,32,2,52,7,1,9,9,4.0
18765,595,32,2,52,7,1,9,9,4.0
18774,596,9,1,52,0,2,26,26,4.0
18774,596,9,1,52,0,2,26,26,4.0
18797,596,32,2,52,7,1,26,26,4.0
18797,596,32,2,52,7,1,26,26,4.0
18806,597,9,1,52,0,1,33,36,4.0
18806,597,9,1,52,0,1,33,36,4.0
18829,597,32,2,52,7,1,33,36,4.0
18829,597,32,2,52,7,1,33,36,4.0
18831,598,2,1,52,0,1,47,47,4.0
18831,598,2,1,52,0,1,47,47,4.0
18836,598,7,1,52,0,1,47,47,4.0
18836,598,7,1,52,0,1,47,47,4.0
18850,598,21,2,52,0,7,47,47,4.0
18850,598,21,2,52,0,7,47,47,4.0
18870,599,9,1,52,0,2,48,48,4.0
18870,599,9,1,52,0,2,48,48,4.0
18893,599,32,2,52,7,1,48,48,4.0
18893,599,32,2,52,7,1,48,48,4.0
18902,600,9,1,52,0,2,69,70,4.0
18902,600,9,1,52,0,2,69,70,4.0
18924,600,31,2,52,7,1,69,70,4.0
18924,600,31,2,52,7,1,69,70,4.0
18925,600,32,2,52,7,1,69,70,4.0
18925,600,32,2,52,7,1,69,70,4.0
16696,531,11,2,53,5,7,26,26,8.0
16696,531,11,2,53,5,7,26,26,8.0
16727,532,10,2,54,6,7,17,17,
16727,532,10,2,54,6,7,17,17,
16734,532,17,2,54,6,7,17,17,
16734,532,17,2,54,6,7,17,17,
16741,532,24,2,54,3,1,17,17,
16741,532,24,2,54,3,1,17,17,
16781,533,32,2,54,5,3,31,31,
16781,533,32,2,54,5,3,31,31,
16813,534,32,2,54,5,3,36,36,
16813,534,32,2,54,5,3,36,36,
16831,535,18,2,54,4,1,37,41,
16831,535,18,2,54,4,1,37,41,
16835,535,22,2,54,4,1,37,41,
16835,535,22,2,54,4,1,37,41,
16877,536,32,2,54,5,2,60,60,
16877,536,32,2,54,5,2,60,60,
16887,537,10,2,55,6,7,1,2,
16887,537,10,2,55,6,7,1,2,
16901,537,24,2,55,4,2,1,2,
16901,537,24,2,55,4,2,1,2,
16909,537,32,2,55,5,2,1,2,
16909,537,32,2,55,5,2,1,2,
16941,538,32,2,55,5,3,60,60,
16941,538,32,2,55,5,3,60,60,
16951,539,10,2,57,6,7,2,2,
16951,539,10,2,57,6,7,2,2,
16973,539,32,2,57,5,3,2,2,
16973,539,32,2,57,5,3,2,2,
17005,540,32,2,57,5,3,42,42,
17005,540,32,2,57,5,3,42,42,
17037,541,32,2,57,5,3,60,60,
17037,541,32,2,57,5,3,60,60,
17059,542,22,2,58,4,1,7,7,
17059,542,22,2,58,4,1,7,7,
17087,543,18,2,58,5,2,19,20,
17087,543,18,2,58,5,2,19,20,
17091,543,22,2,58,4,2,19,20,
17091,543,22,2,58,4,2,19,20,
17133,544,32,2,58,5,3,38,38,
17133,544,32,2,58,5,3,38,38,
17150,545,17,2,58,6,7,42,48,
17150,545,17,2,58,6,7,42,48,
17157,545,24,2,58,3,1,42,48,
17157,545,24,2,58,3,1,42,48,
17160,545,27,2,58,6,7,42,48,
17160,545,27,2,58,6,7,42,48,
17178,546,13,2,58,6,7,65,66,
17178,546,13,2,58,6,7,65,66,
17180,546,15,2,58,6,7,65,66,
17180,546,15,2,58,6,7,65,66,
17182,546,17,2,58,6,7,65,66,
17182,546,17,2,58,6,7,65,66,
17189,546,24,2,58,3,1,65,66,
17189,546,24,2,58,3,1,65,66,
17197,546,32,2,58,5,3,65,66,
17197,546,32,2,58,5,3,65,66,
17224,547,27,2,59,7,5,48,48,
17224,547,27,2,59,7,5,48,48,
17229,547,32,2,59,5,3,48,48,
17229,547,32,2,59,5,3,48,48,
17261,548,32,2,60,5,3,2,2,
17261,548,32,2,60,5,3,2,2,
17278,549,17,2,60,6,7,9,9,
17278,549,17,2,60,6,7,9,9,
17293,549,32,2,60,5,3,9,9,
17293,549,32,2,60,5,3,9,9,
17311,550,18,2,60,4,2,37,41,
17311,550,18,2,60,4,2,37,41,
17315,550,22,2,60,3,1,37,41,
17315,550,22,2,60,3,1,37,41,
17342,551,17,2,60,6,7,47,47,
17342,551,17,2,60,6,7,47,47,
17389,552,32,2,60,5,3,55,55,
17389,552,32,2,60,5,3,55,55,
17406,553,17,2,60,6,7,63,66,
17406,553,17,2,60,6,7,63,66,
